Match_No_,Player_id,Player_name,Player_Country,Opponent_Team,Ground_Name,Balls_Faced,SR,_4s,_6s,inning1,inning2,inning1_score,inning2_score,Bowler_1_name,Bowler_1_matches,Bowler_1_innings_,Bowler_1_total_overs,Bowler_1_maidens_earned,Bowler_1_wickets_taken,Bowler_1_economy,Bowler_1_SR,Bowler_2_name,Bowler_2_matches,Bowler_2_innings_,Bowler_2_total_overs,Bowler_2_maidens_earned,Bowler_2_wickets_taken,Bowler_2_economy,Bowler_2_SR,Bowler_3_name,Bowler_3_matches,Bowler_3_innings_,Bowler_3_total_overs,Bowler_3_maidens_earned,Bowler_3_wickets_taken,Bowler_3_economy,Bowler_3_SR,G_matches,G_Inns,G_Not_Outs,G_Runs,G_HS,G_Balls_Faced,G_AVG,G_SR,G_100,G_50,G_0s,G_4s,G_6s,Runs
1986,1028655,Pathum_Nissanka,Sri_Lanka,6,2401,17,88.23,3,0,India,Sri_Lanka,228,137,Hardik_Pandya,12,12,36.2,0,11,6.77,19.8,Arshdeep_Singh,3,8.3,0,97,0,17,0,Shivam_Mavi,3,9,0,81,0,13.5,1,1,1,0,15,15,17,15,88.23,0,0,0,3,0,15
1764,826689,Pramod_Madushan,Sri_Lanka,7,2439,0,0,0,0,Pakistan,Sri_Lanka,121,124,Mohammad_Hasnain,4,4,15,0,5,9.2,18,Haris_Rauf,2,7,0,48,0,8.4,0,Hasan_Ali,4,4,14.3,0,6,8.13,14.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,826689,Pramod_Madushan,Sri_Lanka,7,2439,0,0,0,0,Sri_Lanka,Pakistan,170,147,Naseem_Shah,1,4,0,40,0,24,0,Mohammad_Hasnain,4,4,15,0,5,9.2,18,Haris_Rauf,2,7,0,48,0,8.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,826689,Pramod_Madushan,Sri_Lanka,40,209,0,0,0,0,Afghanistan,Sri_Lanka,144,148,Fazalhaq_Farooqi,3,10.2,2,67,0,20.6,0,Mujeeb_Ur_Rahman,3,12,0,78,0,12,0,Fareed_Ahmad,1,2,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,342619,Bhanuka_Rajapaksa,Sri_Lanka,3,1004,1,0,0,0,South_Africa,Sri_Lanka,163,135,Bjorn_Fortuin,3,12,0,57,0,14.4,0,Anrich_Nortje,3,10,0,64,0,15,0,Kagiso_Rabada,6,6,19,0,5,9,22.8,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1270,342619,Bhanuka_Rajapaksa,Sri_Lanka,3,1004,13,153.84,3,1,Sri_Lanka,South_Africa,103,105,Bjorn_Fortuin,3,12,0,57,0,14.4,0,Anrich_Nortje,3,10,0,64,0,15,0,Kagiso_Rabada,6,6,19,0,5,9,22.8,2,2,0,20,20,14,10,142.85,0,0,1,3,1,20
1273,342619,Bhanuka_Rajapaksa,Sri_Lanka,3,1004,6,83.33,1,0,Sri_Lanka,South_Africa,120,121,Bjorn_Fortuin,3,12,0,57,0,14.4,0,Kagiso_Rabada,6,6,19,0,5,9,22.8,Dwaine_Pretorius,6,5,13,0,6,7,13,3,3,0,25,20,20,8.33,125,0,0,1,4,1,5
1357,342619,Bhanuka_Rajapaksa,Sri_Lanka,25,848,31,170.96,3,3,Bangladesh,Sri_Lanka,171,172,Nasum_Ahmed,1,2.5,0,29,0,8.5,0,Mahedi_Hasan,3,3,8.2,0,1,10.2,50,Mohammad_Saifuddin,5,5,15,0,3,10.93,30,2,1,0,53,53,31,53,170.96,0,1,0,3,3,53
1374,342619,Bhanuka_Rajapaksa,Sri_Lanka,2,2439,26,126.92,4,1,Sri_Lanka,Australia,154,155,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Pat_Cummins,10,10,38,0,13,7.57,17.5,1,1,1,33,33,26,0,126.92,0,0,0,4,1,33
1378,342619,Bhanuka_Rajapaksa,Sri_Lanka,3,848,3,0,0,0,Sri_Lanka,South_Africa,142,146,Aiden_Markram,6,3,8,1,4,4.12,12,Kagiso_Rabada,6,6,19,0,5,9,22.8,Anrich_Nortje,3,10,0,64,0,15,0,3,2,0,53,53,34,26.5,155.88,0,1,1,3,3,0
1382,342619,Bhanuka_Rajapaksa,Sri_Lanka,1,848,18,144.44,2,2,England,Sri_Lanka,163,137,Moeen_Ali,6,6,9.5,0,3,8.44,19.6,Chris_Woakes,6,6,19.3,0,4,6.87,29.2,Adil_Rashid,8,8,27,1,10,5.62,16.2,4,3,0,79,53,52,26.33,151.92,0,1,1,5,5,26
1392,342619,Bhanuka_Rajapaksa,Sri_Lanka,4,1965,0,0,0,0,Sri_Lanka,West_Indies,189,169,Roston_Chase,1,1,0,6,0,0,0,Jason_Holder,5,5,18,0,3,8.11,36,Ravi_Rampaul,0,0,0,0,0,0,0,3,2,1,43,42,30,43,143.33,0,0,0,4,2,0
1551,342619,Bhanuka_Rajapaksa,Sri_Lanka,2,1004,1,0,0,0,Sri_Lanka,Australia,128,134,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Mitchell_Marsh,3,4,0,42,0,0,0,4,4,0,25,20,21,6.25,119.04,0,0,2,4,1,0
1552,342619,Bhanuka_Rajapaksa,Sri_Lanka,2,1004,11,118.18,1,0,Sri_Lanka,Australia,124,126,Glenn_Maxwell,16,12,24,0,7,7.75,20.5,Josh_Hazlewood,8,32,2,174,0,12.8,2,Jhye_Richardson,6,6,22,0,8,8.72,16.5,5,5,0,38,20,32,7.6,118.75,0,0,2,5,1,13
1564,342619,Bhanuka_Rajapaksa,Sri_Lanka,2,2503,13,130.76,1,1,Australia,Sri_Lanka,176,177,Jhye_Richardson,6,6,22,0,8,8.72,16.5,Josh_Hazlewood,8,32,2,174,0,12.8,2,Kane_Richardson,10,10,37,0,15,8,14.8,1,1,0,17,17,13,17,130.76,0,0,0,1,1,17
1748,342619,Bhanuka_Rajapaksa,Sri_Lanka,40,2439,29,131.03,5,1,Sri_Lanka,Afghanistan,105,106,Fazalhaq_Farooqi,3,10.2,2,67,0,20.6,0,Naveen-ul-Haq,2,7,0,63,0,14,0,Mujeeb_Ur_Rahman,3,12,0,78,0,12,0,2,2,1,71,38,55,71,129.09,0,0,0,9,2,38
1755,342619,Bhanuka_Rajapaksa,Sri_Lanka,25,2439,4,50,0,0,Bangladesh,Sri_Lanka,183,184,Mustafizur_Rahman,9,9,32,1,12,8.62,16,Taskin_Ahmed,4,4,12.5,0,4,9.03,19.2,Shakib_Al_Hasan,9,9,29,0,12,6.48,14.5,3,3,1,73,38,59,36.5,123.72,0,0,0,9,2,2
1757,342619,Bhanuka_Rajapaksa,Sri_Lanka,40,848,14,221.42,4,1,Afghanistan,Sri_Lanka,175,179,Fazalhaq_Farooqi,3,10.2,2,67,0,20.6,0,Mujeeb_Ur_Rahman,3,12,0,78,0,12,0,Naveen-ul-Haq,2,7,0,63,0,14,0,5,4,0,110,53,66,27.5,166.66,0,1,1,9,6,31
1759,342619,Bhanuka_Rajapaksa,Sri_Lanka,6,2439,17,147.05,0,2,India,Sri_Lanka,173,174,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Arshdeep_Singh,3,8.3,0,97,0,17,0,Hardik_Pandya,12,12,36.2,0,11,6.77,19.8,4,4,2,98,38,76,49,128.94,0,0,0,9,4,25
1764,342619,Bhanuka_Rajapaksa,Sri_Lanka,7,2439,19,126.31,0,2,Pakistan,Sri_Lanka,121,124,Mohammad_Hasnain,4,4,15,0,5,9.2,18,Haris_Rauf,2,7,0,48,0,8.4,0,Hasan_Ali,4,4,14.3,0,6,8.13,14.5,5,5,2,122,38,95,40.66,128.42,0,0,0,9,6,24
1769,342619,Bhanuka_Rajapaksa,Sri_Lanka,7,2439,45,157.77,6,3,Sri_Lanka,Pakistan,170,147,Naseem_Shah,1,4,0,40,0,24,0,Mohammad_Hasnain,4,4,15,0,5,9.2,18,Haris_Rauf,2,7,0,48,0,8.4,0,6,6,3,193,71,140,64.33,137.85,0,1,0,15,9,71
1845,342619,Bhanuka_Rajapaksa,Sri_Lanka,2,3404,5,140,1,0,Sri_Lanka,Australia,157,158,Josh_Hazlewood,8,32,2,174,0,12.8,2,Pat_Cummins,10,10,38,0,13,7.57,17.5,Mitchell_Starc,11,11,44,0,15,7.02,17.6,1,1,0,7,7,5,7,140,0,0,0,1,0,7
1850,342619,Bhanuka_Rajapaksa,Sri_Lanka,5,132,22,154.54,3,2,New_Zealand,Sri_Lanka,167,102,Tim_Southee,10,9,30,1,7,5.9,25.7,Trent_Boult,4,4,16,0,10,5.62,9.6,Lockie_Ferguson,2,2,7,0,4,8,10.5,1,1,0,34,34,22,34,154.54,0,0,0,3,2,34
1856,342619,Bhanuka_Rajapaksa,Sri_Lanka,40,209,14,128.57,3,0,Afghanistan,Sri_Lanka,144,148,Fazalhaq_Farooqi,3,10.2,2,67,0,20.6,0,Mujeeb_Ur_Rahman,3,12,0,78,0,12,0,Fareed_Ahmad,1,2,0,25,0,0,0,1,1,0,18,18,14,18,128.57,0,0,0,3,0,18
1867,342619,Bhanuka_Rajapaksa,Sri_Lanka,1,132,22,100,3,0,Sri_Lanka,England,141,144,Ben_Stokes,3,2,7,0,1,6.14,42,Chris_Woakes,6,6,19.3,0,4,6.87,29.2,Mark_Wood,3,11,0,77,0,11,0,2,2,0,56,34,44,28,127.27,0,0,0,6,2,22
1984,342619,Bhanuka_Rajapaksa,Sri_Lanka,6,713,11,90.9,1,0,India,Sri_Lanka,162,160,Hardik_Pandya,12,12,36.2,0,11,6.77,19.8,Shivam_Mavi,3,9,0,81,0,13.5,1,Umran_Malik,3,11,0,106,0,9.4,0,1,1,0,10,10,11,10,90.9,0,0,0,1,0,10
1985,342619,Bhanuka_Rajapaksa,Sri_Lanka,6,2677,3,66.66,0,0,Sri_Lanka,India,206,190,Hardik_Pandya,12,12,36.2,0,11,6.77,19.8,Arshdeep_Singh,3,8.3,0,97,0,17,0,Shivam_Mavi,3,9,0,81,0,13.5,1,1,1,0,2,2,3,2,66.66,0,0,0,0,0,2
1850,rajitha/lWbDa48sFk6uMslpdWbr9A,Kasun_Rajitha,Sri_Lanka,5,132,21,38.09,0,0,New_Zealand,Sri_Lanka,167,102,Tim_Southee,10,9,30,1,7,5.9,25.7,Trent_Boult,4,4,16,0,10,5.62,9.6,Lockie_Ferguson,2,2,7,0,4,8,10.5,1,1,1,8,8,21,0,38.09,0,0,0,0,0,8
1856,rajitha/lWbDa48sFk6uMslpdWbr9A,Kasun_Rajitha,Sri_Lanka,40,209,0,0,0,0,Afghanistan,Sri_Lanka,144,148,Fazalhaq_Farooqi,3,10.2,2,67,0,20.6,0,Mujeeb_Ur_Rahman,3,12,0,78,0,12,0,Fareed_Ahmad,1,2,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,rajitha/lWbDa48sFk6uMslpdWbr9A,Kasun_Rajitha,Sri_Lanka,1,132,0,0,0,0,Sri_Lanka,England,141,144,Ben_Stokes,3,2,7,0,1,6.14,42,Chris_Woakes,6,6,19.3,0,4,6.87,29.2,Mark_Wood,3,11,0,77,0,11,0,2,1,1,8,8,21,0,38.09,0,0,0,0,0,0
1984,rajitha/lWbDa48sFk6uMslpdWbr9A,Kasun_Rajitha,Sri_Lanka,6,713,4,125,0,0,India,Sri_Lanka,162,160,Hardik_Pandya,12,12,36.2,0,11,6.77,19.8,Shivam_Mavi,3,9,0,81,0,13.5,1,Umran_Malik,3,11,0,106,0,9.4,0,1,1,0,5,5,4,5,125,0,0,0,0,0,5
1985,rajitha/lWbDa48sFk6uMslpdWbr9A,Kasun_Rajitha,Sri_Lanka,6,2677,0,0,0,0,Sri_Lanka,India,206,190,Hardik_Pandya,12,12,36.2,0,11,6.77,19.8,Arshdeep_Singh,3,8.3,0,97,0,17,0,Shivam_Mavi,3,9,0,81,0,13.5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,rajitha/lWbDa48sFk6uMslpdWbr9A,Kasun_Rajitha,Sri_Lanka,6,2401,4,225,2,0,India,Sri_Lanka,228,137,Hardik_Pandya,12,12,36.2,0,11,6.77,19.8,Arshdeep_Singh,3,8.3,0,97,0,17,0,Shivam_Mavi,3,9,0,81,0,13.5,1,1,1,1,9,9,4,0,225,0,0,0,2,0,9
1850,437316,Dasun_Shanaka,Sri_Lanka,5,132,21,38.09,0,0,New_Zealand,Sri_Lanka,167,102,Tim_Southee,10,9,30,1,7,5.9,25.7,Trent_Boult,4,4,16,0,10,5.62,9.6,Lockie_Ferguson,2,2,7,0,4,8,10.5,3,3,0,76,35,64,25.33,118.75,0,0,0,6,4,8
1856,437316,Dasun_Shanaka,Sri_Lanka,40,209,0,0,0,0,Afghanistan,Sri_Lanka,144,148,Fazalhaq_Farooqi,3,10.2,2,67,0,20.6,0,Mujeeb_Ur_Rahman,3,12,0,78,0,12,0,Fareed_Ahmad,1,2,0,25,0,0,0,2,2,1,1,1,3,1,33.33,0,0,0,0,0,0
1867,437316,Dasun_Shanaka,Sri_Lanka,1,132,0,0,0,0,Sri_Lanka,England,141,144,Ben_Stokes,3,2,7,0,1,6.14,42,Chris_Woakes,6,6,19.3,0,4,6.87,29.2,Mark_Wood,3,11,0,77,0,11,0,4,4,0,79,35,72,19.75,109.72,0,0,0,6,4,0
1984,437316,Dasun_Shanaka,Sri_Lanka,6,713,4,125,0,0,India,Sri_Lanka,162,160,Hardik_Pandya,12,12,36.2,0,11,6.77,19.8,Shivam_Mavi,3,9,0,81,0,13.5,1,Umran_Malik,3,11,0,106,0,9.4,0,2,2,1,74,45,51,74,145.09,0,0,0,3,5,5
1985,437316,Dasun_Shanaka,Sri_Lanka,6,2677,0,0,0,0,Sri_Lanka,India,206,190,Hardik_Pandya,12,12,36.2,0,11,6.77,19.8,Arshdeep_Singh,3,8.3,0,97,0,17,0,Shivam_Mavi,3,9,0,81,0,13.5,1,3,3,1,68,56,39,34,174.35,0,1,0,2,7,0
1986,437316,Dasun_Shanaka,Sri_Lanka,6,2401,4,225,2,0,India,Sri_Lanka,228,137,Hardik_Pandya,12,12,36.2,0,11,6.77,19.8,Arshdeep_Singh,3,8.3,0,97,0,17,0,Shivam_Mavi,3,9,0,81,0,13.5,1,1,1,0,23,23,17,23,135.29,0,0,0,0,2,9
1075,437316,Dasun_Shanaka,Sri_Lanka,4,2503,8,25,0,0,West_Indies,Sri_Lanka,196,171,Sheldon_Cottrell,2,6.1,0,43,0,18.5,0,Oshane_Thomas,2,7,0,52,0,7,0,Andre_Russell,9,6,20,0,5,9.05,24,4,4,1,26,17,27,8.66,96.29,0,0,1,1,1,2
1078,437316,Dasun_Shanaka,Sri_Lanka,4,2503,24,129.16,3,1,Sri_Lanka,West_Indies,155,158,Fabian_Allen,0,0,0,0,0,0,0,Sheldon_Cottrell,2,6.1,0,43,0,18.5,0,Oshane_Thomas,2,7,0,52,0,7,0,5,5,2,57,31,51,19,111.76,0,0,1,4,2,31
1165,437316,Dasun_Shanaka,Sri_Lanka,1,644,44,113.63,3,2,Sri_Lanka,England,129,130,Chris_Woakes,6,6,19.3,0,4,6.87,29.2,Sam_Curran,4,13,0,74,0,13,0,Mark_Wood,3,11,0,77,0,11,0,1,1,0,50,50,44,50,113.63,0,1,0,3,2,50
1168,437316,Dasun_Shanaka,Sri_Lanka,1,644,14,57.14,0,0,Sri_Lanka,England,111,108,David_Willey,3,3,12,0,5,5.83,14.4,Sam_Curran,4,13,0,74,0,13,0,Chris_Jordan,9,9,36,1,17,7.05,12.7,2,2,0,58,50,58,29,100,0,1,0,3,2,8
1174,437316,Dasun_Shanaka,Sri_Lanka,1,1184,15,46.66,1,0,England,Sri_Lanka,180,91,David_Willey,3,3,12,0,5,5.83,14.4,Chris_Woakes,6,6,19.3,0,4,6.87,29.2,Chris_Jordan,9,9,36,1,17,7.05,12.7,2,2,0,8,7,16,4,50,0,0,0,1,0,7
1204,437316,Dasun_Shanaka,Sri_Lanka,6,1004,14,114.28,0,1,India,Sri_Lanka,164,126,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Deepak_Chahar,1,3,0,24,0,9,0,Krunal_Pandya,1,2,0,16,0,12,0,9,9,1,83,19,87,10.37,95.4,0,0,3,6,3,16
1206,437316,Dasun_Shanaka,Sri_Lanka,6,1004,6,50,0,0,India,Sri_Lanka,132,133,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Chetan_Sakariya,1,3.4,0,34,0,22,0,Varun_Chakravarthy,3,11.3,0,61,0,34.5,0,10,10,1,86,19,93,9.55,92.47,0,0,3,6,3,3
1207,437316,Dasun_Shanaka,Sri_Lanka,6,1004,0,0,0,0,India,Sri_Lanka,81,82,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Varun_Chakravarthy,3,11.3,0,61,0,34.5,0,Sandeep_Warrier,1,3,0,23,0,0,0,11,10,1,86,19,93,9.55,92.47,0,0,3,6,3,0
1265,437316,Dasun_Shanaka,Sri_Lanka,3,1004,14,114.28,1,0,South_Africa,Sri_Lanka,163,135,Bjorn_Fortuin,3,12,0,57,0,14.4,0,Anrich_Nortje,3,10,0,64,0,15,0,Kagiso_Rabada,6,6,19,0,5,9,22.8,12,11,1,102,19,107,10.2,95.32,0,0,3,7,3,16
1270,437316,Dasun_Shanaka,Sri_Lanka,3,1004,8,125,0,1,Sri_Lanka,South_Africa,103,105,Bjorn_Fortuin,3,12,0,57,0,14.4,0,Anrich_Nortje,3,10,0,64,0,15,0,Kagiso_Rabada,6,6,19,0,5,9,22.8,13,12,1,112,19,115,10.18,97.39,0,0,3,7,4,10
1273,437316,Dasun_Shanaka,Sri_Lanka,3,1004,26,69.23,2,0,Sri_Lanka,South_Africa,120,121,Bjorn_Fortuin,3,12,0,57,0,14.4,0,Kagiso_Rabada,6,6,19,0,5,9,22.8,Dwaine_Pretorius,6,5,13,0,6,7,13,14,13,1,130,19,141,10.83,92.19,0,0,3,9,4,18
1357,437316,Dasun_Shanaka,Sri_Lanka,25,848,1,100,0,0,Bangladesh,Sri_Lanka,171,172,Nasum_Ahmed,1,2.5,0,29,0,8.5,0,Mahedi_Hasan,3,3,8.2,0,1,10.2,50,Mohammad_Saifuddin,5,5,15,0,3,10.93,30,2,1,1,1,1,1,0,100,0,0,0,0,0,1
1374,437316,Dasun_Shanaka,Sri_Lanka,2,2439,19,63.15,1,0,Sri_Lanka,Australia,154,155,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Pat_Cummins,10,10,38,0,13,7.57,17.5,1,1,0,12,12,19,12,63.15,0,0,0,1,0,12
1378,437316,Dasun_Shanaka,Sri_Lanka,3,848,12,91.66,2,0,Sri_Lanka,South_Africa,142,146,Aiden_Markram,6,3,8,1,4,4.12,12,Kagiso_Rabada,6,6,19,0,5,9,22.8,Anrich_Nortje,3,10,0,64,0,15,0,3,2,1,12,11,13,12,92.3,0,0,0,2,0,11
1382,437316,Dasun_Shanaka,Sri_Lanka,1,848,25,104,2,1,England,Sri_Lanka,163,137,Moeen_Ali,6,6,9.5,0,3,8.44,19.6,Chris_Woakes,6,6,19.3,0,4,6.87,29.2,Adil_Rashid,8,8,27,1,10,5.62,16.2,4,3,1,38,26,38,19,100,0,0,0,4,1,26
1392,437316,Dasun_Shanaka,Sri_Lanka,4,1965,14,178.57,2,1,Sri_Lanka,West_Indies,189,169,Roston_Chase,1,1,0,6,0,0,0,Jason_Holder,5,5,18,0,3,8.11,36,Ravi_Rampaul,0,0,0,0,0,0,0,5,4,2,47,25,31,23.5,151.61,0,0,1,4,2,25
1458,437316,Dasun_Shanaka,Sri_Lanka,2,132,13,53.84,0,0,Australia,Sri_Lanka,149,122,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Pat_Cummins,10,10,38,0,13,7.57,17.5,1,1,0,7,7,13,7,53.84,0,0,0,0,0,7
1463,437316,Dasun_Shanaka,Sri_Lanka,2,132,19,178.94,2,3,Australia,Sri_Lanka,164,164,Josh_Hazlewood,8,32,2,174,0,12.8,2,Pat_Cummins,10,10,38,0,13,7.57,17.5,Marcus_Stoinis,6,15,0,115,0,30,0,2,2,0,41,34,32,20.5,128.12,0,0,0,2,3,34
1466,437316,Dasun_Shanaka,Sri_Lanka,2,757,38,102.63,5,0,Sri_Lanka,Australia,121,124,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Kane_Richardson,10,10,37,0,15,8,14.8,1,1,1,39,39,38,0,102.63,0,0,0,5,0,39
1470,437316,Dasun_Shanaka,Sri_Lanka,2,61,4,25,0,0,Sri_Lanka,Australia,139,143,Daniel_Sams,3,7.1,0,54,0,0,0,Jhye_Richardson,6,6,22,0,8,8.72,16.5,Kane_Richardson,10,10,37,0,15,8,14.8,1,1,0,1,1,4,1,25,0,0,0,0,0,1
1478,437316,Dasun_Shanaka,Sri_Lanka,2,61,31,112.9,0,2,Australia,Sri_Lanka,154,155,Marcus_Stoinis,6,15,0,115,0,30,0,Daniel_Sams,3,7.1,0,54,0,0,0,Jhye_Richardson,6,6,22,0,8,8.72,16.5,2,2,0,36,35,35,18,102.85,0,0,0,0,2,35
1492,437316,Dasun_Shanaka,Sri_Lanka,6,3355,6,50,0,0,India,Sri_Lanka,199,137,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Jasprit_Bumrah,12,11,36,2,9,6.16,24,Harshal_Patel,4,14,0,132,0,21,0,1,1,0,3,3,6,3,50,0,0,0,0,0,3
1493,437316,Dasun_Shanaka,Sri_Lanka,6,1920,19,247.36,2,5,Sri_Lanka,India,183,186,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Jasprit_Bumrah,12,11,36,2,9,6.16,24,Harshal_Patel,4,14,0,132,0,21,0,1,1,1,47,47,19,0,247.36,0,0,0,2,5,47
1494,437316,Dasun_Shanaka,Sri_Lanka,6,1920,38,194.73,9,2,Sri_Lanka,India,146,148,Mohammed_Siraj,2,2,8,0,2,8.37,24,Avesh_Khan,1,4,1,23,0,12,0,Harshal_Patel,4,14,0,132,0,21,0,2,2,2,121,74,57,0,212.28,0,1,0,11,7,74
1551,437316,Dasun_Shanaka,Sri_Lanka,2,1004,2,0,0,0,Sri_Lanka,Australia,128,134,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Mitchell_Marsh,3,4,0,42,0,0,0,15,14,1,130,19,143,10,90.9,0,0,4,9,4,0
1552,437316,Dasun_Shanaka,Sri_Lanka,2,1004,17,82.35,2,0,Sri_Lanka,Australia,124,126,Glenn_Maxwell,16,12,24,0,7,7.75,20.5,Josh_Hazlewood,8,32,2,174,0,12.8,2,Jhye_Richardson,6,6,22,0,8,8.72,16.5,16,15,1,144,19,160,10.28,90,0,0,4,11,4,14
1564,437316,Dasun_Shanaka,Sri_Lanka,2,2503,25,216,5,4,Australia,Sri_Lanka,176,177,Jhye_Richardson,6,6,22,0,8,8.72,16.5,Josh_Hazlewood,8,32,2,174,0,12.8,2,Kane_Richardson,10,10,37,0,15,8,14.8,6,6,3,111,54,76,37,146.05,0,1,1,9,6,54
1748,437316,Dasun_Shanaka,Sri_Lanka,40,2439,1,0,0,0,Sri_Lanka,Afghanistan,105,106,Fazalhaq_Farooqi,3,10.2,2,67,0,20.6,0,Naveen-ul-Haq,2,7,0,63,0,14,0,Mujeeb_Ur_Rahman,3,12,0,78,0,12,0,2,2,0,12,12,20,6,60,0,0,1,1,0,0
1755,437316,Dasun_Shanaka,Sri_Lanka,25,2439,33,136.36,3,2,Bangladesh,Sri_Lanka,183,184,Mustafizur_Rahman,9,9,32,1,12,8.62,16,Taskin_Ahmed,4,4,12.5,0,4,9.03,19.2,Shakib_Al_Hasan,9,9,29,0,12,6.48,14.5,3,3,0,57,45,53,19,107.54,0,0,1,4,2,45
1757,437316,Dasun_Shanaka,Sri_Lanka,40,848,9,111.11,1,0,Afghanistan,Sri_Lanka,175,179,Fazalhaq_Farooqi,3,10.2,2,67,0,20.6,0,Mujeeb_Ur_Rahman,3,12,0,78,0,12,0,Naveen-ul-Haq,2,7,0,63,0,14,0,5,4,1,48,26,47,16,102.12,0,0,0,5,1,10
1759,437316,Dasun_Shanaka,Sri_Lanka,6,2439,18,183.33,4,1,India,Sri_Lanka,173,174,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Arshdeep_Singh,3,8.3,0,97,0,17,0,Hardik_Pandya,12,12,36.2,0,11,6.77,19.8,4,4,1,90,45,71,30,126.76,0,0,1,8,3,33
1764,437316,Dasun_Shanaka,Sri_Lanka,7,2439,16,131.25,1,2,Pakistan,Sri_Lanka,121,124,Mohammad_Hasnain,4,4,15,0,5,9.2,18,Haris_Rauf,2,7,0,48,0,8.4,0,Hasan_Ali,4,4,14.3,0,6,8.13,14.5,5,5,1,111,45,87,27.75,127.58,0,0,1,9,5,21
1769,437316,Dasun_Shanaka,Sri_Lanka,7,2439,3,66.66,0,0,Sri_Lanka,Pakistan,170,147,Naseem_Shah,1,4,0,40,0,24,0,Mohammad_Hasnain,4,4,15,0,5,9.2,18,Haris_Rauf,2,7,0,48,0,8.4,0,6,6,1,113,45,90,22.6,125.55,0,0,1,9,5,2
1845,437316,Dasun_Shanaka,Sri_Lanka,2,3404,5,60,0,0,Sri_Lanka,Australia,157,158,Josh_Hazlewood,8,32,2,174,0,12.8,2,Pat_Cummins,10,10,38,0,13,7.57,17.5,Mitchell_Starc,11,11,44,0,15,7.02,17.6,1,1,0,3,3,5,3,60,0,0,0,0,0,3
1463,955235,Nuwan_Thushara,Sri_Lanka,2,132,0,0,0,0,Australia,Sri_Lanka,164,164,Josh_Hazlewood,8,32,2,174,0,12.8,2,Pat_Cummins,10,10,38,0,13,7.57,17.5,Marcus_Stoinis,6,15,0,115,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,955235,Nuwan_Thushara,Sri_Lanka,2,757,0,0,0,0,Sri_Lanka,Australia,121,124,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Kane_Richardson,10,10,37,0,15,8,14.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,955235,Nuwan_Thushara,Sri_Lanka,2,1004,3,0,0,0,Sri_Lanka,Australia,128,134,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Mitchell_Marsh,3,4,0,42,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0
1552,955235,Nuwan_Thushara,Sri_Lanka,2,1004,1,200,0,0,Sri_Lanka,Australia,124,126,Glenn_Maxwell,16,12,24,0,7,7.75,20.5,Josh_Hazlewood,8,32,2,174,0,12.8,2,Jhye_Richardson,6,6,22,0,8,8.72,16.5,2,2,2,2,2,4,0,50,0,0,0,0,0,2
1466,370040,Jeffrey_Vandersay,Sri_Lanka,2,757,0,0,0,0,Sri_Lanka,Australia,121,124,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Kane_Richardson,10,10,37,0,15,8,14.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,370040,Jeffrey_Vandersay,Sri_Lanka,2,61,3,166.66,1,0,Sri_Lanka,Australia,139,143,Daniel_Sams,3,7.1,0,54,0,0,0,Jhye_Richardson,6,6,22,0,8,8.72,16.5,Kane_Richardson,10,10,37,0,15,8,14.8,1,1,1,5,5,3,0,166.66,0,0,0,1,0,5
